4 2 4 0 1 | 2 4 76
4 2 4 0 3 | 2 5 76
4 2 4 1 2 | 2 4 79
4 2 4 1 3 | 2 5 78
4 2 4 3 1 | 2 6 78
4 2 4 3 2 | 2 6 79
4 2 4 4 1 | 2 6 80
4 2 4 4 3 | 2 7 80
4 3 0 0 0 | 2 8 35
4 3 0 0 1 | 2 8 36
4 3 0 0 2 | 2 8 37
4 3 0 0 3 | 2 9 36
4 3 0 0 4 | 2 9 37
4 3 0 1 0 | 2 8 38
4 3 0 1 3 | 2 9 39
4 3 0 1 4 | 2 9 40
4 3 0 2 0 | 1 203
4 3 0 2 2 | 2 8 43
4 3 0 2 4 | 1 204
4 3 0 3 0 | 2 10 38
4 3 0 3 1 | 2 10 39
4 3 0 3 4 | 2 11 40
4 3 0 4 0 | 2 10 41
4 3 0 4 1 | 2 10 42
4 3 0 4 2 | 2 10 43
4 3 0 4 3 | 2 11 42
4 3 0 4 4 | 2 11 43
4 3 1 0 0 | 2 8 44
4 3 1 0 1 | 2 8 45
4 3 1 0 2 | 2 8 46
4 3 1 0 3 | 2 9 45
4 3 1 0 4 | 2 9 46
4 3 1 1 0 | 2 8 47
4 3 1 1 3 | 2 9 48
4 3 1 1 4 | 2 9 49
4 3 1 2 0 | 1 205
4 3 1 2 2 | 2 8 52
4 3 1 2 4 | 1 206
4 3 1 3 0 | 2 10 47
4 3 1 3 1 | 2 10 48
4 3 1 3 4 | 2 11 49
4 3 1 4 0 | 2 10 50
4 3 1 4 1 | 2 10 51
4 3 1 4 2 | 2 10 52
4 3 1 4 3 | 2 11 51
4 3 1 4 4 | 2 11 52
4 3 2 0 0 | 1 207
4 3 2 0 1 | 2 8 54
4 3 2 0 2 | 1 208
4 3 2 0 3 | 2 9 54
4 3 2 0 4 | 1 209
4 3 2 1 0 | 2 8 56
4 3 2 1 3 | 2 9 57
4 3 2 1 4 | 2 9 58
4 3 2 2 0 | 2 8 59
4 3 2 2 2 | 1 210
4 3 2 2 4 | 2 9 61
4 3 2 3 0 | 2 10 56
4 3 2 3 1 | 2 10 57
4 3 2 3 4 | 2 11 58
4 3 2 4 0 | 1 211
4 3 2 4 1 | 2 10 60
4 3 2 4 2 | 1 212
4 3 2 4 3 | 2 11 60
4 3 2 4 4 | 1 213
4 3 3 0 0 | 1 214
4 3 3 0 1 | 2 12 45
4 3 3 0 2 | 1 215
4 3 3 0 3 | 2 13 45
4 3 3 0 4 | 1 216
4 3 3 1 0 | 2 12 47
4 3 3 1 3 | 2 13 48
4 3 3 1 4 | 2 13 49
4 3 3 2 0 | 2 12 50
4 3 3 2 2 | 1 217
4 3 3 2 4 | 2 13 52
4 3 3 3 0 | 2 14 47
4 3 3 3 1 | 2 14 48
4 3 3 3 4 | 2 15 49
4 3 3 4 0 | 1 218
4 3 3 4 1 | 2 14 51
4 3 3 4 2 | 1 219
4 3 3 4 3 | 2 15 51
4 3 3 4 4 | 1 220
4 3 4 0 0 | 2 12 53
4 3 4 0 1 | 2 12 54
4 3 4 0 2 | 2 12 55
4 3 4 0 3 | 2 13 54
4 3 4 0 4 | 2 13 55
4 3 4 1 0 | 2 12 56
4 3 4 1 3 | 2 13 57
4 3 4 1 4 | 2 13 58
4 3 4 2 0 | 1 221
4 3 4 2 2 | 2 12 61
4 3 4 2 4 | 1 222
4 3 4 3 0 | 2 14 56
4 3 4 3 1 | 2 14 57
4 3 4 3 4 | 2 15 58
4 3 4 4 0 | 2 14 59
